Barrio,Uso,Fecha (aaaa/mm/dd),Consumo (litros),Nº Contratos
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2022/09/30,"4,820,207",276
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2022/10/31,"15,810,345","2,803"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2022/10/31,"4,693,274",280
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2022/11/30,"12,546,444","2,723"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2022/11/30,"4,149,900",272
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2022/12/31,"11,728,431","2,788"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2022/12/31,"3,366,755",278
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2023/01/31,"13,292,925","2,819"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2023/01/31,"3,899,162",281
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2023/02/28,"13,021,676","2,795"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2023/02/28,"3,611,758",279
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2023/03/31,"14,420,206","2,857"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2023/03/31,"4,735,670",285
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2023/04/30,"16,226,234","2,862"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2023/04/30,"4,696,500",286
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2023/05/31,"16,542,842","2,840"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2023/05/31,"4,604,057",284
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2023/06/30,"17,065,634","2,846"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2023/06/30,"5,594,315",284
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2023/07/31,"19,315,086","2,833"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2023/07/31,"5,919,572",283
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2023/08/31,"19,299,457","2,846"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2023/08/31,"5,558,125",284
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2023/09/30,"15,983,604","2,885"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2023/09/30,"4,835,166",288
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2023/10/31,"14,689,806","2,922"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2023/10/31,"4,165,146",292
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2023/11/30,"13,866,181","2,892"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2023/11/30,"4,273,582",289
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2023/12/31,"13,244,160","2,899"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2023/12/31,"4,312,547",289
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2024/01/31,"13,173,104","2,905"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2024/01/31,"4,157,400",290
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2024/02/29,"13,939,595","2,953"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2024/02/29,"3,851,932",295
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2024/03/31,"14,991,419","2,940"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2024/03/31,"3,715,712",294
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2024/04/30,"15,456,311","2,941"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2024/04/30,"4,601,744",294
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2024/05/31,"17,279,958","2,935"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2024/05/31,"5,468,878",293
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2024/06/30,"19,103,194","2,923"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2024/06/30,"5,606,202",292
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2024/07/31,"20,608,667","2,962"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2024/07/31,"5,716,062",296
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2024/08/31,"19,106,131","2,980"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2024/08/31,"6,102,372",298
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2024/09/30,"19,256,757","2,969"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2024/09/30,"5,656,550",296
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2024/10/31,"15,633,249","2,957"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2024/10/31,"4,565,389",295
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2024/11/30,"13,086,421","2,996"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2024/11/30,"3,587,792",299
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2024/12/31,"13,701,827","2,954"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2024/12/31,"4,666,745",295
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2022/01/31,"22,081,595","4,295"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2022/01/31,"6,653,848",429
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2022/02/28,"22,329,507","4,362"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2022/02/28,"6,823,466",436
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2022/03/31,"25,940,818","4,367"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2022/03/31,"7,887,611",436
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2022/04/30,"23,112,027","4,381"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2022/04/30,"7,307,949",438
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2022/05/31,"25,873,109","4,323"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2022/05/31,"8,073,759",432
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2022/06/30,"31,617,958","4,423"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2022/06/30,"10,201,534",442
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2022/07/31,"36,129,579","4,446"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2022/07/31,"12,244,356",444
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2022/08/31,"33,032,644","4,422"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2022/08/31,"8,635,873",442
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2022/09/30,"28,227,782","4,392"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2022/09/30,"9,934,550",439
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2022/10/31,"26,513,352","4,408"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2022/10/31,"8,289,854",440
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2022/11/30,"25,795,676","4,430"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2022/11/30,"7,353,222",443
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2022/12/31,"21,432,571","4,450"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2022/12/31,"5,750,775",445
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2023/01/31,"22,916,663","4,428"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2023/01/31,"6,626,888",442
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2023/02/28,"22,143,045","4,437"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2023/02/28,"6,588,338",443
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2023/03/31,"26,557,223","4,415"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2023/03/31,"8,010,629",441
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2023/04/30,"26,605,212","4,430"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2023/04/30,"7,501,292",443
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2023/05/31,"31,773,540","4,520"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2023/05/31,"8,102,121",452
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2023/06/30,"32,303,025","4,524"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2023/06/30,"10,202,350",452
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2023/07/31,"33,323,273","4,541"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2023/07/31,"9,739,670",454
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2023/08/31,"35,369,143","4,510"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2023/08/31,"10,628,833",451
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2023/09/30,"31,033,278","4,639"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2023/09/30,"8,765,324",463
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2023/10/31,"24,502,882","4,505"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2023/10/31,"6,412,158",450
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2023/11/30,"25,293,369","4,595"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2023/11/30,"6,620,951",459
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2023/12/31,"22,624,299","4,635"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2023/12/31,"6,859,588",463
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2024/01/31,"25,343,091","4,678"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2024/01/31,"7,426,875",467
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2024/02/29,"21,959,435","4,584"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2024/02/29,"6,203,399",458
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2024/03/31,"25,484,470","4,626"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2024/03/31,"7,555,248",462
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2024/04/30,"28,052,129","4,651"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2024/04/30,"7,976,308",465
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2024/05/31,"31,432,329","4,668"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2024/05/31,"8,592,377",466
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2024/06/30,"33,907,360","4,734"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2024/06/30,"10,178,939",473
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2024/07/31,"36,386,530","4,717"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2024/07/31,"11,730,876",471
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2024/08/31,"33,992,895","4,712"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2024/08/31,"10,488,340",471
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2024/09/30,"31,458,564","4,663"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2024/09/30,"9,406,424",466
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2024/10/31,"28,011,059","4,716"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2024/10/31,"7,129,134",471
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2024/11/30,"25,427,615","4,715"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2024/11/30,"7,717,646",471
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2024/12/31,"25,034,431","4,707"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2024/12/31,"6,979,513",470
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2022/01/31,"19,823,989","3,937"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2022/01/31,"5,629,710",393
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2022/02/28,"19,101,547","3,980"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2022/02/28,"6,151,838",398
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2022/03/31,"21,098,617","3,962"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2022/03/31,"7,031,132",396
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2022/04/30,"23,093,605","3,925"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2022/04/30,"7,063,354",392
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2022/05/31,"25,687,221","3,941"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2022/05/31,"8,193,267",394
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2022/06/30,"28,359,442","3,890"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2022/06/30,"7,376,296",389
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2022/07/31,"30,710,306","4,010"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2022/07/31,"8,408,998",401
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2022/08/31,"26,505,238","3,965"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2022/08/31,"7,805,000",396
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2022/09/30,"26,388,901","3,981"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2022/09/30,"8,744,335",398
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2022/10/31,"22,422,857","4,059"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2022/10/31,"6,599,598",405
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2022/11/30,"19,353,349","3,951"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2022/11/30,"6,252,576",395
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2022/12/31,"18,255,972","4,091"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2022/12/31,"5,215,932",409
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2023/01/31,"20,191,202","4,039"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2023/01/31,"5,652,412",403
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2023/02/28,"20,271,153","4,068"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2023/02/28,"6,062,369",406
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2023/03/31,"22,515,577","4,085"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2023/03/31,"6,510,882",408
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2023/04/30,"23,507,479","4,071"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2023/04/30,"6,841,810",407
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2023/05/31,"27,579,666","4,077"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2023/05/31,"8,630,336",407
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2023/06/30,"28,946,168","4,087"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2023/06/30,"8,437,467",408
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2023/07/31,"30,687,884","4,156"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2023/07/31,"9,114,159",415
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2023/08/31,"26,987,207","4,139"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2023/08/31,"7,350,345",413
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2023/09/30,"26,261,422","4,087"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2023/09/30,"8,955,022",408
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2023/10/31,"24,822,094","4,232"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2023/10/31,"7,741,336",423
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2023/11/30,"20,294,037","4,087"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2023/11/30,"5,694,745",408
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2023/12/31,"19,543,167","4,144"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2023/12/31,"5,636,077",414
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2024/01/31,"20,984,218","4,103"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2024/01/31,"5,750,801",410
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2024/02/29,"23,665,518","4,201"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2024/02/29,"6,575,904",420
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2024/03/31,"22,295,099","4,105"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2024/03/31,"7,268,769",410
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2024/04/30,"23,363,204","4,292"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2024/04/30,"7,284,073",429
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2024/05/31,"26,225,508","4,209"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2024/05/31,"9,511,652",420
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2024/06/30,"28,970,868","4,180"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2024/06/30,"9,016,447",418
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2024/07/31,"31,276,732","4,293"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2024/07/31,"9,607,536",429
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2024/08/31,"30,456,159","4,247"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2024/08/31,"8,871,345",424
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2024/09/30,"26,914,481","4,298"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2024/09/30,"8,302,449",429
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2024/10/31,"25,721,236","4,284"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2024/10/31,"7,677,469",428
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2024/11/30,"22,941,307","4,228"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2024/11/30,"6,371,624",422
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2024/12/31,"19,767,882","4,284"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2024/12/31,"6,576,292",428
28-EL PALMERAL,DOMESTICO,2022/01/31,"8,081,205","1,174"
28-EL PALMERAL,NO DOMESTICO,2022/01/31,"2,620,224",117
28-EL PALMERAL,DOMESTICO,2022/02/28,"7,408,569","1,206"
28-EL PALMERAL,NO DOMESTICO,2022/02/28,"2,262,033",120
28-EL PALMERAL,DOMESTICO,2022/03/31,"8,326,679","1,213"
28-EL PALMERAL,NO DOMESTICO,2022/03/31,"2,602,583",121
28-EL PALMERAL,DOMESTICO,2022/04/30,"8,393,358","1,211"
28-EL PALMERAL,NO DOMESTICO,2022/04/30,"2,485,480",121
28-EL PALMERAL,DOMESTICO,2022/05/31,"9,682,140","1,212"
28-EL PALMERAL,NO DOMESTICO,2022/05/31,"3,037,547",121
28-EL PALMERAL,DOMESTICO,2022/06/30,"10,083,508","1,182"
28-EL PALMERAL,NO DOMESTICO,2022/06/30,"3,066,981",118
28-EL PALMERAL,DOMESTICO,2022/07/31,"10,476,208","1,221"
28-EL PALMERAL,NO DOMESTICO,2022/07/31,"3,422,691",122
28-EL PALMERAL,DOMESTICO,2022/08/31,"10,147,536","1,236"
28-EL PALMERAL,NO DOMESTICO,2022/08/31,"3,128,135",123
28-EL PALMERAL,DOMESTICO,2022/09/30,"8,724,486","1,217"
28-EL PALMERAL,NO DOMESTICO,2022/09/30,"2,471,819",121
28-EL PALMERAL,DOMESTICO,2022/10/31,"8,926,156","1,242"
28-EL PALMERAL,NO DOMESTICO,2022/10/31,"2,783,275",124
28-EL PALMERAL,DOMESTICO,2022/11/30,"7,860,814","1,244"
28-EL PALMERAL,NO DOMESTICO,2022/11/30,"2,230,029",124
28-EL PALMERAL,DOMESTICO,2022/12/31,"7,426,328","1,244"
28-EL PALMERAL,NO DOMESTICO,2022/12/31,"2,354,741",124
28-EL PALMERAL,DOMESTICO,2023/01/31,"7,744,025","1,257"
28-EL PALMERAL,NO DOMESTICO,2023/01/31,"2,375,225",125
28-EL PALMERAL,DOMESTICO,2023/02/28,"7,745,155","1,259"
28-EL PALMERAL,NO DOMESTICO,2023/02/28,"2,144,182",125
28-EL PALMERAL,DOMESTICO,2023/03/31,"7,990,095","1,248"
28-EL PALMERAL,NO DOMESTICO,2023/03/31,"2,253,019",124
28-EL PALMERAL,DOMESTICO,2023/04/30,"8,416,761","1,252"
28-EL PALMERAL,NO DOMESTICO,2023/04/30,"2,458,885",125
28-EL PALMERAL,DOMESTICO,2023/05/31,"9,428,531","1,234"
28-EL PALMERAL,NO DOMESTICO,2023/05/31,"2,819,662",123
28-EL PALMERAL,DOMESTICO,2023/06/30,"10,673,867","1,251"
28-EL PALMERAL,NO DOMESTICO,2023/06/30,"3,439,588",125
28-EL PALMERAL,DOMESTICO,2023/07/31,"10,478,303","1,245"
28-EL PALMERAL,NO DOMESTICO,2023/07/31,"2,938,219",124
28-EL PALMERAL,DOMESTICO,2023/08/31,"11,179,991","1,257"
28-EL PALMERAL,NO DOMESTICO,2023/08/31,"3,283,601",125
28-EL PALMERAL,DOMESTICO,2023/09/30,"8,785,354","1,268"
28-EL PALMERAL,NO DOMESTICO,2023/09/30,"2,752,109",126
28-EL PALMERAL,DOMESTICO,2023/10/31,"8,669,501","1,260"
28-EL PALMERAL,NO DOMESTICO,2023/10/31,"2,658,563",126
28-EL PALMERAL,DOMESTICO,2023/11/30,"7,455,163","1,295"
28-EL PALMERAL,NO DOMESTICO,2023/11/30,"1,689,736",129
28-EL PALMERAL,DOMESTICO,2023/12/31,"8,039,919","1,285"
28-EL PALMERAL,NO DOMESTICO,2023/12/31,"2,640,725",128
28-EL PALMERAL,DOMESTICO,2024/01/31,"7,475,214","1,288"
28-EL PALMERAL,NO DOMESTICO,2024/01/31,"2,372,538",128
28-EL PALMERAL,DOMESTICO,2024/02/29,"8,059,985","1,278"
28-EL PALMERAL,NO DOMESTICO,2024/02/29,"2,500,025",127
28-EL PALMERAL,DOMESTICO,2024/03/31,"9,883,268","1,306"
28-EL PALMERAL,NO DOMESTICO,2024/03/31,"3,044,011",130
28-EL PALMERAL,DOMESTICO,2024/04/30,"9,025,444","1,291"
28-EL PALMERAL,NO DOMESTICO,2024/04/30,"2,322,632",129
28-EL PALMERAL,DOMESTICO,2024/05/31,"9,567,636","1,292"
28-EL PALMERAL,NO DOMESTICO,2024/05/31,"2,745,691",129
28-EL PALMERAL,DOMESTICO,2024/06/30,"10,343,964","1,306"
28-EL PALMERAL,NO DOMESTICO,2024/06/30,"3,365,955",130
28-EL PALMERAL,DOMESTICO,2024/07/31,"11,439,677","1,308"
28-EL PALMERAL,NO DOMESTICO,2024/07/31,"3,321,439",130
28-EL PALMERAL,DOMESTICO,2024/08/31,"11,675,612","1,313"
28-EL PALMERAL,NO DOMESTICO,2024/08/31,"3,252,253",131
28-EL PALMERAL,DOMESTICO,2024/09/30,"9,911,066","1,307"
28-EL PALMERAL,NO DOMESTICO,2024/09/30,"2,638,973",130
28-EL PALMERAL,DOMESTICO,2024/10/31,"8,759,226","1,308"
28-EL PALMERAL,NO DOMESTICO,2024/10/31,"2,794,387",130
28-EL PALMERAL,DOMESTICO,2024/11/30,"8,241,004","1,325"
28-EL PALMERAL,NO DOMESTICO,2024/11/30,"2,630,630",132
28-EL PALMERAL,DOMESTICO,2024/12/31,"7,748,131","1,324"
28-EL PALMERAL,NO DOMESTICO,2024/12/31,"2,298,280",132
31-CIUDAD JARDIN,DOMESTICO,2022/01/31,"12,555,503","2,205"
31-CIUDAD JARDIN,NO DOMESTICO,2022/01/31,"3,024,882",220
31-CIUDAD JARDIN,DOMESTICO,2022/02/28,"14,328,193","2,203"
31-CIUDAD JARDIN,NO DOMESTICO,2022/02/28,"4,610,674",220
31-CIUDAD JARDIN,DOMESTICO,2022/03/31,"15,548,956","2,234"
31-CIUDAD JARDIN,NO DOMESTICO,2022/03/31,"4,689,360",223
31-CIUDAD JARDIN,DOMESTICO,2022/04/30,"14,871,688","2,224"
31-CIUDAD JARDIN,NO DOMESTICO,2022/04/30,"4,340,872",222
31-CIUDAD JARDIN,DOMESTICO,2022/05/31,"17,689,370","2,239"
31-CIUDAD JARDIN,NO DOMESTICO,2022/05/31,"5,226,516",223
31-CIUDAD JARDIN,DOMESTICO,2022/06/30,"18,100,143","2,223"
31-CIUDAD JARDIN,NO DOMESTICO,2022/06/30,"5,683,528",222
31-CIUDAD JARDIN,DOMESTICO,2022/07/31,"16,849,941","2,207"
31-CIUDAD JARDIN,NO DOMESTICO,2022/07/31,"4,817,019",220
31-CIUDAD JARDIN,DOMESTICO,2022/08/31,"18,204,950","2,219"
31-CIUDAD JARDIN,NO DOMESTICO,2022/08/31,"5,375,027",221
31-CIUDAD JARDIN,DOMESTICO,2022/09/30,"18,252,596","2,242"
31-CIUDAD JARDIN,NO DOMESTICO,2022/09/30,"5,613,900",224
31-CIUDAD JARDIN,DOMESTICO,2022/10/31,"15,799,386","2,266"
31-CIUDAD JARDIN,NO DOMESTICO,2022/10/31,"4,296,580",226
31-CIUDAD JARDIN,DOMESTICO,2022/11/30,"13,840,107","2,288"
31-CIUDAD JARDIN,NO DOMESTICO,2022/11/30,"4,359,444",228
31-CIUDAD JARDIN,DOMESTICO,2022/12/31,"11,736,275","2,249"
31-CIUDAD JARDIN,NO DOMESTICO,2022/12/31,"3,736,246",224
31-CIUDAD JARDIN,DOMESTICO,2023/01/31,"12,808,282","2,287"
31-CIUDAD JARDIN,NO DOMESTICO,2023/01/31,"3,564,208",228
31-CIUDAD JARDIN,DOMESTICO,2023/02/28,"13,192,166","2,310"
31-CIUDAD JARDIN,NO DOMESTICO,2023/02/28,"4,477,739",231
31-CIUDAD JARDIN,DOMESTICO,2023/03/31,"15,368,337","2,272"
31-CIUDAD JARDIN,NO DOMESTICO,2023/03/31,"4,485,341",227
31-CIUDAD JARDIN,DOMESTICO,2023/04/30,"15,518,792","2,312"
31-CIUDAD JARDIN,NO DOMESTICO,2023/04/30,"4,591,030",231
31-CIUDAD JARDIN,DOMESTICO,2023/05/31,"16,323,216","2,306"
31-CIUDAD JARDIN,NO DOMESTICO,2023/05/31,"5,173,691",230
31-CIUDAD JARDIN,DOMESTICO,2023/06/30,"18,512,555","2,300"
31-CIUDAD JARDIN,NO DOMESTICO,2023/06/30,"5,111,975",230
31-CIUDAD JARDIN,DOMESTICO,2023/07/31,"19,323,404","2,262"
31-CIUDAD JARDIN,NO DOMESTICO,2023/07/31,"6,909,785",226
31-CIUDAD JARDIN,DOMESTICO,2023/08/31,"19,695,970","2,342"
31-CIUDAD JARDIN,NO DOMESTICO,2023/08/31,"5,779,581",234
