barrio,tipo_anomalia,year,month,electricity_kwh_total,electricity_kwh_per_m3,ratio_zscore,ratio_yoy,elec_water_anomaly_flag,source
28-EL PALMERAL,normal,2024,2,59176.0,2.69,0.53,1.01,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2024,3,57709.0,2.39,0.26,0.93,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2024,4,50143.0,2.27,0.15,0.91,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2024,5,54105.0,2.38,0.25,0.94,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2024,6,60039.0,3.02,0.84,1.07,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2024,7,75361.0,3.06,0.87,0.94,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2024,8,73445.0,2.63,0.49,0.83,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2024,9,62366.0,2.73,0.58,1.0,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2024,10,57479.0,2.76,0.6,1.09,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2024,11,52217.0,2.53,0.39,0.97,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2024,12,63728.0,2.32,0.2,0.83,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2022,1,35140.0,2.07,-0.03,0.88,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2022,2,37321.0,2.18,0.07,0.95,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2022,3,32652.0,2.39,0.27,1.09,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2022,4,28856.0,2.21,0.1,1.04,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2022,5,34630.0,2.03,-0.06,0.94,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2022,6,33795.0,2.15,0.05,0.89,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2022,7,41121.0,2.82,0.65,1.01,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2022,8,38193.0,2.93,0.75,1.07,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2022,9,35458.0,2.38,0.26,1.01,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2022,10,31907.0,2.26,0.15,1.04,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2022,11,37438.0,1.96,-0.13,0.87,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2022,12,34979.0,2.23,0.12,0.93,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2023,1,32466.0,2.22,0.11,0.95,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2023,2,33107.0,2.08,-0.02,0.91,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2023,3,27217.0,2.38,0.25,1.08,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2023,4,29177.0,2.23,0.12,1.05,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2023,5,32189.0,1.84,-0.24,0.85,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2023,6,34238.0,2.61,0.46,1.08,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2023,7,36122.0,2.95,0.77,1.05,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2023,8,38325.0,2.78,0.62,1.02,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2023,9,32731.0,2.59,0.45,1.1,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2023,10,33299.0,2.29,0.18,1.06,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2023,11,31943.0,2.07,-0.03,0.92,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2023,12,32411.0,2.3,0.18,0.96,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2024,1,35819.0,2.74,0.58,1.16,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2024,2,30309.0,2.32,0.2,1.02,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2024,3,31681.0,2.21,0.1,1.01,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2024,4,28446.0,2.02,-0.07,0.95,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2024,5,31920.0,1.73,-0.34,0.8,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2024,6,36956.0,2.53,0.39,1.05,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2024,7,42489.0,2.83,0.66,1.01,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2024,8,38226.0,2.85,0.68,1.04,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2024,9,32274.0,2.19,0.08,0.93,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2024,10,29812.0,2.14,0.03,0.98,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2024,11,35181.0,2.27,0.15,1.01,0,REE distribución + AMAEM ratio (synthetic)
31-CIUDAD JARDIN,normal,2024,12,32197.0,2.3,0.18,0.96,0,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,1,20124.0,5.81,3.37,2.7,1,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,2,19398.0,5.78,3.35,2.76,1,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,3,17461.0,5.31,2.92,2.64,0,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,4,17594.0,5.09,2.72,2.61,0,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,5,18724.0,5.34,2.95,2.69,0,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,6,19690.0,5.79,3.36,2.62,1,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,7,24397.0,5.57,3.16,2.17,1,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,8,26593.0,4.96,2.6,1.98,0,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,9,19457.0,6.67,4.15,3.1,1,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,10,18172.0,6.49,3.99,3.26,1,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,11,19903.0,4.61,2.28,2.25,0,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,12,20581.0,5.72,3.29,2.61,1,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,1,19532.0,5.2,2.82,2.41,0,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,2,18666.0,5.8,3.36,2.77,1,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,3,19959.0,6.81,4.28,3.39,1,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,4,17247.0,4.96,2.6,2.54,0,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,5,18788.0,5.32,2.93,2.67,0,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,6,23339.0,5.05,2.68,2.28,0,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,7,24443.0,5.76,3.33,2.25,1,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,8,22560.0,5.46,3.06,2.18,0,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,9,19244.0,5.3,2.91,2.46,0,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,10,16504.0,4.9,2.54,2.46,0,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,11,19533.0,6.44,3.94,3.14,1,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,12,20456.0,4.95,2.59,2.25,0,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,1,20214.0,5.47,3.07,2.54,0,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,2,20591.0,6.72,4.2,3.21,1,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,3,18021.0,7.07,4.52,3.52,1,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,4,17149.0,6.17,3.7,3.17,1,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,5,18517.0,4.53,2.21,2.28,0,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,6,22387.0,6.29,3.81,2.84,1,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,7,22010.0,5.26,2.87,2.05,0,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,8,22322.0,4.74,2.4,1.9,0,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,9,20161.0,4.73,2.39,2.2,0,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,10,16992.0,5.38,2.99,2.71,0,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,11,16832.0,6.02,3.56,2.94,1,REE distribución + AMAEM ratio (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,12,20344.0,5.2,2.82,2.37,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,1,63305.0,2.44,0.31,1.04,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,2,61740.0,2.47,0.33,1.08,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,3,58195.0,2.09,-0.01,0.96,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,4,51097.0,2.25,0.13,1.06,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,5,63426.0,2.32,0.2,1.07,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,6,71388.0,2.43,0.3,1.01,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,7,86599.0,2.47,0.33,0.88,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,8,76803.0,2.95,0.77,1.08,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,9,60257.0,2.35,0.23,1.01,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,10,65258.0,2.23,0.12,1.03,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,11,69922.0,1.92,-0.16,0.86,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,12,65983.0,2.61,0.47,1.1,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,1,61359.0,2.58,0.43,1.1,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,2,62748.0,2.12,0.01,0.93,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,3,58472.0,2.21,0.1,1.01,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,4,59949.0,2.36,0.24,1.12,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,5,64104.0,1.94,-0.15,0.9,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,6,65596.0,2.26,0.15,0.94,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,7,82703.0,3.02,0.84,1.08,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,8,84164.0,2.67,0.52,0.98,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,9,65431.0,2.48,0.34,1.06,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,10,62605.0,2.28,0.16,1.05,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,11,61817.0,2.18,0.08,0.98,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,12,66031.0,2.28,0.16,0.95,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,1,65668.0,2.43,0.3,1.04,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,2,67652.0,2.06,-0.04,0.9,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,3,61670.0,2.01,-0.08,0.92,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,4,59778.0,1.81,-0.27,0.85,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,5,60048.0,2.3,0.19,1.07,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,6,73712.0,2.25,0.14,0.93,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,7,86882.0,2.5,0.36,0.9,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,8,83866.0,2.63,0.48,0.97,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,9,68097.0,2.31,0.19,0.99,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,10,62466.0,2.05,-0.04,0.95,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,11,63691.0,2.15,0.05,0.96,0,REE distribución + AMAEM ratio (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,12,59317.0,2.48,0.34,1.04,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,1,70561.0,2.93,0.75,1.06,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,2,76168.0,2.59,0.45,0.96,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,3,73897.0,2.55,0.41,0.99,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,4,62943.0,2.68,0.52,1.07,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,5,71255.0,2.57,0.43,1.01,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,6,83956.0,2.92,0.74,1.02,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,7,96639.0,2.98,0.8,0.9,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,8,95272.0,3.21,1.01,1.0,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,9,81280.0,2.93,0.76,1.06,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,10,69046.0,2.46,0.32,0.96,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,11,65672.0,2.71,0.55,1.03,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,12,91116.0,2.88,0.71,1.02,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,1,80157.0,2.7,0.55,0.98,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,2,74792.0,2.47,0.33,0.92,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,3,72881.0,2.46,0.33,0.95,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,4,67078.0,2.57,0.43,1.02,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,5,67129.0,2.67,0.52,1.04,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,6,78711.0,2.51,0.38,0.88,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,7,84955.0,2.94,0.77,0.89,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,8,97963.0,3.26,1.05,1.01,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,9,77809.0,2.59,0.45,0.94,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,10,65560.0,2.47,0.34,0.97,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,11,71828.0,2.25,0.13,0.85,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,12,75861.0,2.75,0.59,0.98,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,1,83541.0,2.37,0.24,0.86,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,2,76059.0,2.58,0.44,0.96,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,3,71378.0,2.16,0.06,0.84,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,4,65798.0,2.47,0.34,0.99,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,5,76423.0,2.85,0.68,1.11,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,6,76437.0,3.02,0.83,1.06,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,7,93196.0,3.24,1.04,0.98,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,8,96008.0,3.3,1.09,1.03,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,9,74172.0,2.82,0.65,1.02,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,10,72961.0,2.62,0.48,1.03,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,11,77966.0,2.8,0.63,1.06,0,REE distribución + AMAEM ratio (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,12,81190.0,2.53,0.39,0.9,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,1,65675.0,1.94,-0.14,0.95,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,2,72150.0,2.23,0.12,1.13,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,3,61816.0,1.81,-0.26,0.95,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,4,60086.0,1.62,-0.44,0.88,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,5,64827.0,1.96,-0.13,1.04,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,6,69790.0,2.23,0.12,1.07,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,7,77219.0,2.7,0.54,1.11,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,8,72320.0,2.55,0.41,1.08,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,9,64603.0,2.14,0.03,1.05,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,10,61093.0,1.76,-0.31,0.93,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,11,61626.0,1.97,-0.12,1.01,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,12,70998.0,2.37,0.25,1.14,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,1,67053.0,2.1,-0.0,1.03,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,2,68120.0,1.95,-0.13,0.99,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,3,59979.0,1.83,-0.24,0.96,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,4,61991.0,1.78,-0.29,0.97,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,5,59059.0,1.77,-0.3,0.94,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,6,73775.0,2.19,0.08,1.05,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,7,80864.0,2.15,0.04,0.88,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,8,79580.0,2.68,0.53,1.13,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,9,66345.0,2.05,-0.05,1.0,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,10,68429.0,1.65,-0.41,0.88,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,11,62518.0,1.95,-0.14,1.0,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,12,63175.0,2.01,-0.08,0.97,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,1,64490.0,2.08,-0.02,1.02,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,2,62991.0,1.71,-0.35,0.87,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,3,63289.0,2.0,-0.09,1.05,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,4,58413.0,2.06,-0.03,1.12,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,5,58060.0,1.75,-0.32,0.93,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,6,73258.0,2.15,0.04,1.02,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,7,86565.0,2.58,0.44,1.06,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,8,75075.0,2.18,0.07,0.92,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,9,71431.0,2.09,-0.01,1.02,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,10,62364.0,1.9,-0.18,1.01,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,11,57134.0,1.99,-0.1,1.03,0,REE distribución + AMAEM ratio (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,12,68241.0,1.98,-0.1,0.96,0,REE distribución + AMAEM ratio (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,1,80323.0,2.81,0.65,0.97,0,REE distribución + AMAEM ratio (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,2,71966.0,2.75,0.59,0.98,0,REE distribución + AMAEM ratio (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,3,68910.0,3.0,0.82,1.11,0,REE distribución + AMAEM ratio (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,4,69999.0,2.44,0.31,0.93,0,REE distribución + AMAEM ratio (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,5,68947.0,2.34,0.22,0.87,0,REE distribución + AMAEM ratio (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,6,90613.0,2.96,0.79,0.99,0,REE distribución + AMAEM ratio (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,7,104337.0,3.2,1.0,0.93,0,REE distribución + AMAEM ratio (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,8,98030.0,3.28,1.08,0.97,0,REE distribución + AMAEM ratio (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,9,74845.0,2.83,0.66,0.97,0,REE distribución + AMAEM ratio (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,10,73604.0,2.66,0.51,0.99,0,REE distribución + AMAEM ratio (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,11,69990.0,3.09,0.9,1.12,0,REE distribución + AMAEM ratio (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,12,81461.0,3.57,1.33,1.21,0,REE distribución + AMAEM ratio (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,1,74757.0,2.85,0.68,0.98,0,REE distribución + AMAEM ratio (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,2,77534.0,2.45,0.32,0.87,0,REE distribución + AMAEM ratio (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,3,70279.0,2.67,0.52,0.99,0,REE distribución + AMAEM ratio (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,4,73757.0,2.82,0.66,1.08,0,REE distribución + AMAEM ratio (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,5,76183.0,2.34,0.22,0.87,0,REE distribución + AMAEM ratio (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,6,80956.0,3.34,1.13,1.12,0,REE distribución + AMAEM ratio (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,7,91896.0,2.95,0.78,0.86,0,REE distribución + AMAEM ratio (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,8,91660.0,2.96,0.78,0.88,0,REE distribución + AMAEM ratio (synthetic)
