EXPLOTACION,FECHA,MOTIVO_CAMBIO,EMPLAZAMIENTO,CALIBRE
ALICANTE,2023-11-08,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2023-11-08,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2023-11-08,ED-CAMBIO POR EDAD,BATERIA,25
ALICANTE,2023-11-08,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-11-08,TE-INSTALAR TELELECTURA,GALERIA,20
ALICANTE,2023-11-08,ED-CAMBIO POR EDAD,ARQUETA,20
ALICANTE,2023-11-09,TE-INSTALAR TELELECTURA,ARQUETA,15
ALICANTE,2023-11-09,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2023-11-09,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2023-11-09,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-11-09,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2023-11-09,TE-INSTALAR TELELECTURA,BATERIA,25
ALICANTE,2023-11-09,ED-CAMBIO POR EDAD,ARQUETA,15
ALICANTE,2023-11-09,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2023-11-09,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2023-11-09,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2023-11-09,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2023-11-10,ED-CAMBIO POR EDAD,BATERIA,15
ALICANTE,2023-11-10,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2023-11-10,CM-CAMBIO CLASE O MODELO,ARQUETA,25
ALICANTE,2023-11-10,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2023-11-10,ED-CAMBIO POR EDAD,ARQUETA,25
ALICANTE,2023-11-10,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2023-11-10,CM-CAMBIO CLASE O MODELO,GALERIA,20
ALICANTE,2023-11-10,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2023-11-10,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2023-11-10,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-11-10,ED-CAMBIO POR EDAD,GALERIA,20
ALICANTE,2023-11-10,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-11-10,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2023-11-11,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2023-11-11,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2023-11-11,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2023-11-11,ED-CAMBIO POR EDAD,BATERIA,20
ALICANTE,2023-11-11,CM-CAMBIO CLASE O MODELO,FACHADA,15
ALICANTE,2023-11-11,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2023-11-11,CM-CAMBIO CLASE O MODELO,FACHADA,25
ALICANTE,2023-11-11,TE-INSTALAR TELELECTURA,BATERIA,20
ALICANTE,2023-11-11,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2023-11-11,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2023-11-11,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2023-11-12,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2023-11-12,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2023-11-12,TE-INSTALAR TELELECTURA,ARQUETA,20
ALICANTE,2023-11-12,TE-INSTALAR TELELECTURA,GALERIA,25
ALICANTE,2023-11-12,TE-INSTALAR TELELECTURA,GALERIA,20
ALICANTE,2023-11-12,ED-CAMBIO POR EDAD,GALERIA,20
ALICANTE,2023-11-13,CM-CAMBIO CLASE O MODELO,FACHADA,15
ALICANTE,2023-11-13,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2023-11-13,ED-CAMBIO POR EDAD,BATERIA,15
ALICANTE,2023-11-13,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2023-11-13,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2023-11-13,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2023-11-13,ED-CAMBIO POR EDAD,ARQUETA,15
ALICANTE,2023-11-13,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2023-11-14,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2023-11-14,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2023-11-14,TE-INSTALAR TELELECTURA,FACHADA,20
ALICANTE,2023-11-14,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-11-14,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2023-11-14,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-11-14,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-11-14,TE-INSTALAR TELELECTURA,BATERIA,20
ALICANTE,2023-11-14,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2023-11-14,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2023-11-14,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2023-11-14,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2023-11-14,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2023-11-14,TE-INSTALAR TELELECTURA,ARQUETA,20
ALICANTE,2023-11-14,TE-INSTALAR TELELECTURA,ARQUETA,15
ALICANTE,2023-11-15,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2023-11-15,ED-CAMBIO POR EDAD,ARQUETA,25
ALICANTE,2023-11-15,TE-INSTALAR TELELECTURA,FACHADA,15
ALICANTE,2023-11-15,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2023-11-15,TE-INSTALAR TELELECTURA,FACHADA,15
ALICANTE,2023-11-15,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2023-11-15,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2023-11-15,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2023-11-15,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2023-11-15,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2023-11-15,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2023-11-15,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2023-11-15,CM-CAMBIO CLASE O MODELO,ARQUETA,20
ALICANTE,2023-11-16,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2023-11-16,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2023-11-16,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2023-11-16,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2023-11-16,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2023-11-16,TE-INSTALAR TELELECTURA,ARQUETA,15
ALICANTE,2023-11-16,TE-INSTALAR TELELECTURA,BATERIA,20
ALICANTE,2023-11-16,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2023-11-16,TE-INSTALAR TELELECTURA,FACHADA,15
ALICANTE,2023-11-16,TE-INSTALAR TELELECTURA,FACHADA,25
ALICANTE,2023-11-16,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2023-11-16,TE-INSTALAR TELELECTURA,BATERIA,15
ALICANTE,2023-11-16,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2023-11-16,ED-CAMBIO POR EDAD,ARQUETA,20
ALICANTE,2023-11-16,CM-CAMBIO CLASE O MODELO,BATERIA,25
ALICANTE,2023-11-16,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2023-11-17,CM-CAMBIO CLASE O MODELO,BATERIA,15
ALICANTE,2023-11-17,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2023-11-17,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2023-11-17,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2023-11-17,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2023-11-17,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2023-11-17,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2023-11-17,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2023-11-18,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-11-18,FP-FRAUDE POSIBLE,ARQUETA,13
ALICANTE,2023-11-18,ED-CAMBIO POR EDAD,FACHADA,15
ALICANTE,2023-11-18,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2023-11-18,CM-CAMBIO CLASE O MODELO,BATERIA,15
ALICANTE,2023-11-18,TE-INSTALAR TELELECTURA,GALERIA,15
ALICANTE,2023-11-18,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2023-11-19,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2023-11-19,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2023-11-19,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2023-11-19,TE-INSTALAR TELELECTURA,BATERIA,25
ALICANTE,2023-11-19,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2023-11-19,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2023-11-19,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2023-11-20,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2023-11-20,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2023-11-20,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2023-11-20,CM-CAMBIO CLASE O MODELO,FACHADA,25
ALICANTE,2023-11-20,TE-INSTALAR TELELECTURA,GALERIA,15
ALICANTE,2023-11-20,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2023-11-20,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-11-20,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2023-11-20,CM-CAMBIO CLASE O MODELO,GALERIA,15
ALICANTE,2023-11-20,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2023-11-20,TE-INSTALAR TELELECTURA,BATERIA,20
ALICANTE,2023-11-20,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2023-11-20,CM-CAMBIO CLASE O MODELO,BATERIA,25
ALICANTE,2023-11-20,ED-CAMBIO POR EDAD,ARQUETA,25
ALICANTE,2023-11-21,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2023-11-21,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2023-11-21,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2023-11-21,ED-CAMBIO POR EDAD,FACHADA,20
ALICANTE,2023-11-21,CM-CAMBIO CLASE O MODELO,BATERIA,15
ALICANTE,2023-11-21,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-11-21,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2023-11-21,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-11-21,ED-CAMBIO POR EDAD,BATERIA,25
ALICANTE,2023-11-22,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2023-11-22,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2023-11-22,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2023-11-22,CM-CAMBIO CLASE O MODELO,GALERIA,20
ALICANTE,2023-11-22,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2023-11-22,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2023-11-22,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2023-11-22,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2023-11-22,CM-CAMBIO CLASE O MODELO,GALERIA,15
ALICANTE,2023-11-22,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2023-11-23,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2023-11-23,TE-INSTALAR TELELECTURA,BATERIA,25
ALICANTE,2023-11-23,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-11-23,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-11-23,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2023-11-23,TE-INSTALAR TELELECTURA,FACHADA,25
ALICANTE,2023-11-23,ED-CAMBIO POR EDAD,GALERIA,15
ALICANTE,2023-11-23,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2023-11-23,ED-CAMBIO POR EDAD,ARQUETA,20
ALICANTE,2023-11-23,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2023-11-23,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2023-11-24,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2023-11-24,CM-CAMBIO CLASE O MODELO,BATERIA,15
ALICANTE,2023-11-24,CM-CAMBIO CLASE O MODELO,GALERIA,15
ALICANTE,2023-11-24,CM-CAMBIO CLASE O MODELO,GALERIA,25
ALICANTE,2023-11-24,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2023-11-24,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2023-11-24,ED-CAMBIO POR EDAD,BATERIA,20
ALICANTE,2023-11-24,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2023-11-24,CM-CAMBIO CLASE O MODELO,BATERIA,20
ALICANTE,2023-11-24,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2023-11-24,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2023-11-24,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2023-11-24,TE-INSTALAR TELELECTURA,ARQUETA,15
ALICANTE,2023-11-24,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-11-25,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2023-11-25,TE-INSTALAR TELELECTURA,GALERIA,20
ALICANTE,2023-11-25,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-11-25,CM-CAMBIO CLASE O MODELO,BATERIA,15
ALICANTE,2023-11-25,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-11-25,TE-INSTALAR TELELECTURA,GALERIA,15
ALICANTE,2023-11-25,ED-CAMBIO POR EDAD,FACHADA,20
ALICANTE,2023-11-25,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2023-11-25,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2023-11-25,CM-CAMBIO CLASE O MODELO,BATERIA,15
ALICANTE,2023-11-25,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2023-11-25,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2023-11-25,TE-INSTALAR TELELECTURA,GALERIA,15
ALICANTE,2023-11-26,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2023-11-26,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2023-11-26,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2023-11-26,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2023-11-26,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-11-26,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-11-26,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2023-11-26,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2023-11-26,TE-INSTALAR TELELECTURA,GALERIA,20
ALICANTE,2023-11-26,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2023-11-26,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2023-11-26,ED-CAMBIO POR EDAD,BATERIA,15
ALICANTE,2023-11-27,TE-INSTALAR TELELECTURA,FACHADA,15
ALICANTE,2023-11-27,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2023-11-27,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2023-11-27,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2023-11-27,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2023-11-27,CM-CAMBIO CLASE O MODELO,FACHADA,25
ALICANTE,2023-11-27,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2023-11-27,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2023-11-27,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2023-11-27,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2023-11-27,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2023-11-27,TE-INSTALAR TELELECTURA,GALERIA,20
ALICANTE,2023-11-27,TE-INSTALAR TELELECTURA,BATERIA,20
ALICANTE,2023-11-28,TE-INSTALAR TELELECTURA,BATERIA,25
ALICANTE,2023-11-28,TE-INSTALAR TELELECTURA,FACHADA,15
ALICANTE,2023-11-28,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2023-11-28,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2023-11-28,TE-INSTALAR TELELECTURA,BATERIA,15
ALICANTE,2023-11-28,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2023-11-28,CM-CAMBIO CLASE O MODELO,BATERIA,20
ALICANTE,2023-11-28,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2023-11-28,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-11-28,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2023-11-28,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2023-11-28,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2023-11-28,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2023-12-01,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2023-12-01,CM-CAMBIO CLASE O MODELO,ARQUETA,15
ALICANTE,2023-12-01,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2023-12-01,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2023-12-01,ED-CAMBIO POR EDAD,ARQUETA,20
ALICANTE,2023-12-01,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2023-12-01,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2023-12-01,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2023-12-01,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2023-12-01,CM-CAMBIO CLASE O MODELO,FACHADA,15
ALICANTE,2023-12-01,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2023-12-01,ED-CAMBIO POR EDAD,FACHADA,25
ALICANTE,2023-12-01,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2023-12-02,TE-INSTALAR TELELECTURA,GALERIA,25
ALICANTE,2023-12-02,ED-CAMBIO POR EDAD,BATERIA,20
ALICANTE,2023-12-02,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2023-12-02,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2023-12-02,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2023-12-02,TE-INSTALAR TELELECTURA,GALERIA,15
ALICANTE,2023-12-02,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2023-12-02,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2023-12-02,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2023-12-02,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2023-12-02,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2023-12-02,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2023-12-03,TE-INSTALAR TELELECTURA,GALERIA,15
ALICANTE,2023-12-03,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2023-12-03,CM-CAMBIO CLASE O MODELO,GALERIA,15
ALICANTE,2023-12-03,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2023-12-03,TE-INSTALAR TELELECTURA,GALERIA,15
ALICANTE,2023-12-03,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2023-12-03,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2023-12-03,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2023-12-04,TE-INSTALAR TELELECTURA,GALERIA,20
ALICANTE,2023-12-04,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2023-12-04,ED-CAMBIO POR EDAD,ARQUETA,20
ALICANTE,2023-12-04,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2023-12-04,ED-CAMBIO POR EDAD,FACHADA,15
ALICANTE,2023-12-04,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2023-12-04,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2023-12-04,TE-INSTALAR TELELECTURA,GALERIA,20
ALICANTE,2023-12-04,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2023-12-04,CM-CAMBIO CLASE O MODELO,FACHADA,15
ALICANTE,2023-12-04,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2023-12-05,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2023-12-05,TE-INSTALAR TELELECTURA,ARQUETA,15
ALICANTE,2023-12-05,ED-CAMBIO POR EDAD,BATERIA,20
ALICANTE,2023-12-05,CM-CAMBIO CLASE O MODELO,GALERIA,15
ALICANTE,2023-12-05,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2023-12-05,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2023-12-05,CM-CAMBIO CLASE O MODELO,FACHADA,25
ALICANTE,2023-12-05,ED-CAMBIO POR EDAD,FACHADA,15
ALICANTE,2023-12-05,TE-INSTALAR TELELECTURA,ARQUETA,15
ALICANTE,2023-12-05,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2023-12-05,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2023-12-05,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2023-12-05,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-12-05,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2023-12-05,TE-INSTALAR TELELECTURA,ARQUETA,20
ALICANTE,2023-12-05,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2023-12-06,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-12-06,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2023-12-06,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2023-12-06,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2023-12-06,RO-CONTADOR ROTO,ARQUETA,15
ALICANTE,2023-12-06,TE-INSTALAR TELELECTURA,FACHADA,20
ALICANTE,2023-12-06,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2023-12-06,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2023-12-06,TE-INSTALAR TELELECTURA,BATERIA,15
ALICANTE,2023-12-06,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-12-07,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2023-12-07,TE-INSTALAR TELELECTURA,GALERIA,15
ALICANTE,2023-12-07,CM-CAMBIO CLASE O MODELO,GALERIA,20
ALICANTE,2023-12-07,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2023-12-07,TE-INSTALAR TELELECTURA,FACHADA,15
ALICANTE,2023-12-07,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2023-12-07,TE-INSTALAR TELELECTURA,FACHADA,15
ALICANTE,2023-12-07,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2023-12-07,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2023-12-07,CM-CAMBIO CLASE O MODELO,ARQUETA,20
ALICANTE,2023-12-07,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2023-12-07,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2023-12-07,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2023-12-08,CM-CAMBIO CLASE O MODELO,ARQUETA,20
ALICANTE,2023-12-08,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2023-12-08,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2023-12-08,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2023-12-08,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2023-12-08,CM-CAMBIO CLASE O MODELO,BATERIA,15
ALICANTE,2023-12-08,ED-CAMBIO POR EDAD,GALERIA,15
ALICANTE,2023-12-08,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2023-12-08,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2023-12-08,CM-CAMBIO CLASE O MODELO,FACHADA,25
ALICANTE,2023-12-08,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2023-12-08,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2023-12-08,CM-CAMBIO CLASE O MODELO,ARQUETA,15
ALICANTE,2023-12-09,TE-INSTALAR TELELECTURA,ARQUETA,20
ALICANTE,2023-12-09,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2023-12-09,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2023-12-09,CM-CAMBIO CLASE O MODELO,FACHADA,15
ALICANTE,2023-12-09,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2023-12-09,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2023-12-09,CM-CAMBIO CLASE O MODELO,BATERIA,25
ALICANTE,2023-12-09,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2023-12-09,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2023-12-10,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2023-12-10,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-12-10,ED-CAMBIO POR EDAD,FACHADA,20
ALICANTE,2023-12-10,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2023-12-10,ED-CAMBIO POR EDAD,FACHADA,15
ALICANTE,2023-12-10,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-12-10,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-12-10,ED-CAMBIO POR EDAD,ARQUETA,25
ALICANTE,2023-12-10,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2023-12-10,ED-CAMBIO POR EDAD,GALERIA,20
ALICANTE,2023-12-10,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2023-12-11,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-12-11,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2023-12-11,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2023-12-11,TE-INSTALAR TELELECTURA,GALERIA,20
ALICANTE,2023-12-11,TE-INSTALAR TELELECTURA,GALERIA,20
ALICANTE,2023-12-11,ED-CAMBIO POR EDAD,FACHADA,13
