Barrio,Uso,Fecha (aaaa/mm/dd),Consumo (litros),Nº Contratos
30-DIVINA PASTORA,NO DOMESTICO,2024/07/31,"2,532,402",133
31-CIUDAD JARDIN,COMERCIAL,2024/07/31,"47,003",2
31-CIUDAD JARDIN,DOMESTICO,2024/07/31,"4,463,539",398
31-CIUDAD JARDIN,NO DOMESTICO,2024/07/31,"874,670",12
32-VIRGEN DEL REMEDIO,COMERCIAL,2024/07/31,"175,785",27
32-VIRGEN DEL REMEDIO,DOMESTICO,2024/07/31,"41,410,116","5,764"
32-VIRGEN DEL REMEDIO,NO DOMESTICO,2024/07/31,"3,456,712",128
33- MORANT -SAN NICOLAS BARI,COMERCIAL,2024/07/31,"1,085,592",32
33- MORANT -SAN NICOLAS BARI,DOMESTICO,2024/07/31,"18,375,067","2,657"
33- MORANT -SAN NICOLAS BARI,NO DOMESTICO,2024/07/31,"1,801,709",98
34-COLONIA REQUENA,COMERCIAL,2024/07/31,"75,665",11
34-COLONIA REQUENA,DOMESTICO,2024/07/31,"4,017,111",503
34-COLONIA REQUENA,NO DOMESTICO,2024/07/31,"54,915",11
35-VIRGEN DEL CARMEN,COMERCIAL,2024/07/31,739,1
35-VIRGEN DEL CARMEN,DOMESTICO,2024/07/31,"5,380,968",594
35-VIRGEN DEL CARMEN,NO DOMESTICO,2024/07/31,"134,262",19
36-CUATROCIENTAS VIVIENDAS,COMERCIAL,2024/07/31,25,3
36-CUATROCIENTAS VIVIENDAS,DOMESTICO,2024/07/31,"1,715,069",253
36-CUATROCIENTAS VIVIENDAS,NO DOMESTICO,2024/07/31,"111,259",16
37-JUAN XXIII,COMERCIAL,2024/07/31,"1,839,192",19
37-JUAN XXIII,DOMESTICO,2024/07/31,"21,848,278","2,781"
37-JUAN XXIII,NO DOMESTICO,2024/07/31,"2,927,196",46
38-VISTAHERMOSA,COMERCIAL,2024/07/31,"1,500,280",29
38-VISTAHERMOSA,DOMESTICO,2024/07/31,"24,301,333","2,278"
38-VISTAHERMOSA,NO DOMESTICO,2024/07/31,"17,710,878",140
39-ALBUFERETA,COMERCIAL,2024/07/31,"1,210,025",64
39-ALBUFERETA,DOMESTICO,2024/07/31,"59,415,055","8,152"
39-ALBUFERETA,NO DOMESTICO,2024/07/31,"16,937,448",338
3-CENTRO,COMERCIAL,2024/07/31,"5,260,085",372
3-CENTRO,DOMESTICO,2024/07/31,"21,504,793","4,099"
3-CENTRO,NO DOMESTICO,2024/07/31,"11,600,986","1,143"
40-CABO DE LAS HUERTAS,COMERCIAL,2024/07/31,"752,223",48
40-CABO DE LAS HUERTAS,DOMESTICO,2024/07/31,"60,514,104","6,771"
40-CABO DE LAS HUERTAS,NO DOMESTICO,2024/07/31,"9,162,840",183
41-PLAYA DE SAN JUAN,COMERCIAL,2024/07/31,"3,345,283",200
41-PLAYA DE SAN JUAN,DOMESTICO,2024/07/31,"124,221,298","15,241"
41-PLAYA DE SAN JUAN,NO DOMESTICO,2024/07/31,"19,516,102",508
4-MERCADO,COMERCIAL,2024/07/31,"1,439,332",189
4-MERCADO,DOMESTICO,2024/07/31,"32,377,723","5,502"
4-MERCADO,NO DOMESTICO,2024/07/31,"6,241,979",679
53-POLIGONO ATALAYAS,COMERCIAL,2024/07/31,"499,890",45
53-POLIGONO ATALAYAS,NO DOMESTICO,2024/07/31,"11,262,164",153
54-POLIGONO VALLONGA,COMERCIAL,2024/07/31,"1,937,004",58
54-POLIGONO VALLONGA,NO DOMESTICO,2024/07/31,"10,872,471",214
55-PUERTO,COMERCIAL,2024/07/31,"409,415",8
55-PUERTO,NO DOMESTICO,2024/07/31,"4,688,063",21
56-DISPERSOS,DOMESTICO,2024/07/31,"153,833",3
56-DISPERSOS,NO DOMESTICO,2024/07/31,"930,804",6
5-CAMPOAMOR,COMERCIAL,2024/07/31,"730,753",91
5-CAMPOAMOR,DOMESTICO,2024/07/31,"33,619,341","4,934"
5-CAMPOAMOR,NO DOMESTICO,2024/07/31,"2,908,092",369
6-LOS ANGELES,COMERCIAL,2024/07/31,"785,991",84
6-LOS ANGELES,DOMESTICO,2024/07/31,"33,600,530","4,847"
6-LOS ANGELES,NO DOMESTICO,2024/07/31,"3,165,523",376
7-SAN AGUSTIN,COMERCIAL,2024/07/31,"6,060",5
7-SAN AGUSTIN,DOMESTICO,2024/07/31,"4,966,755",701
7-SAN AGUSTIN,NO DOMESTICO,2024/07/31,"1,210,749",37
8-ALIPARK,COMERCIAL,2024/07/31,"27,640",19
8-ALIPARK,DOMESTICO,2024/07/31,"6,987,541","1,230"
8-ALIPARK,NO DOMESTICO,2024/07/31,"236,427",78
9-FLORIDA ALTA,COMERCIAL,2024/07/31,"239,277",38
9-FLORIDA ALTA,DOMESTICO,2024/07/31,"13,998,580","2,128"
9-FLORIDA ALTA,NO DOMESTICO,2024/07/31,"698,003",203
BACAROT,COMERCIAL,2024/07/31,"2,499",2
BACAROT,DOMESTICO,2024/07/31,"4,431,107",245
BACAROT,NO DOMESTICO,2024/07/31,"8,709,435",41
FONTCALENT,DOMESTICO,2024/07/31,"7,767,744",336
FONTCALENT,NO DOMESTICO,2024/07/31,"1,293,237",11
LA ALCORAYA,DOMESTICO,2024/07/31,"3,278,581",218
LA ALCORAYA,NO DOMESTICO,2024/07/31,"12,773",2
LA CAÑADA,COMERCIAL,2024/07/31,"104,436",1
LA CAÑADA,DOMESTICO,2024/07/31,"14,154,281",738
LA CAÑADA,NO DOMESTICO,2024/07/31,"8,556,096",24
MONNEGRE,DOMESTICO,2024/07/31,"3,514,967",105
MONNEGRE,NO DOMESTICO,2024/07/31,"25,207",1
MORALET,DOMESTICO,2024/07/31,"18,557,813",818
MORALET,NO DOMESTICO,2024/07/31,"1,055,257",22
PDA VALLONGA,DOMESTICO,2024/07/31,"3,972,257",148
REBOLLEDO,COMERCIAL,2024/07/31,,
REBOLLEDO,DOMESTICO,2024/07/31,"9,636,875",547
REBOLLEDO,NO DOMESTICO,2024/07/31,"633,567",21
SANTA FAZ,COMERCIAL,2024/07/31,"157,950",6
SANTA FAZ,DOMESTICO,2024/07/31,"7,464,543",383
SANTA FAZ,NO DOMESTICO,2024/07/31,"3,785,908",35
TABARCA,COMERCIAL,2024/07/31,"39,207",1
TABARCA,DOMESTICO,2024/07/31,"1,522,126",154
TABARCA,NO DOMESTICO,2024/07/31,"1,012,820",22
VERDEGAS,COMERCIAL,2024/07/31,"10,079",1
VERDEGAS,DOMESTICO,2024/07/31,"3,722,589",219
VERDEGAS,NO DOMESTICO,2024/07/31,"72,861",5
VILLAFRANQUEZA,COMERCIAL,2024/07/31,"4,905,115",8
VILLAFRANQUEZA,DOMESTICO,2024/07/31,"16,694,121","1,468"
VILLAFRANQUEZA,NO DOMESTICO,2024/07/31,"10,592,044",115
10-FLORIDA BAJA,COMERCIAL,2024/08/31,"681,297",118
10-FLORIDA BAJA,DOMESTICO,2024/08/31,"29,250,221","5,142"
10-FLORIDA BAJA,NO DOMESTICO,2024/08/31,"5,977,303",443
11-CIUDAD DE ASIS,COMERCIAL,2024/08/31,"4,958,639",117
11-CIUDAD DE ASIS,DOMESTICO,2024/08/31,"17,045,368","2,504"
11-CIUDAD DE ASIS,NO DOMESTICO,2024/08/31,"16,672,678",569
12-POLIGONO BABEL,COMERCIAL,2024/08/31,"1,099,034",89
12-POLIGONO BABEL,DOMESTICO,2024/08/31,"40,208,761","5,837"
12-POLIGONO BABEL,NO DOMESTICO,2024/08/31,"5,955,241",275
13-SAN GABRIEL,COMERCIAL,2024/08/31,"349,075",30
13-SAN GABRIEL,DOMESTICO,2024/08/31,"16,572,770","2,447"
13-SAN GABRIEL,NO DOMESTICO,2024/08/31,"1,482,415",165
14-ENSANCHE DIPUTACION,COMERCIAL,2024/08/31,"2,968,028",391
14-ENSANCHE DIPUTACION,DOMESTICO,2024/08/31,"36,197,418","7,841"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2024/08/31,"19,831,361","1,275"
15-POLIGONO SAN BLAS,COMERCIAL,2024/08/31,"1,167,576",129
15-POLIGONO SAN BLAS,DOMESTICO,2024/08/31,"64,122,253","9,840"
15-POLIGONO SAN BLAS,NO DOMESTICO,2024/08/31,"13,252,853",363
16-PLA DEL BON REPOS,COMERCIAL,2024/08/31,"508,501",93
16-PLA DEL BON REPOS,DOMESTICO,2024/08/31,"40,298,276","6,236"
16-PLA DEL BON REPOS,NO DOMESTICO,2024/08/31,"3,744,274",329
17-CAROLINAS ALTAS,COMERCIAL,2024/08/31,"1,089,641",174
17-CAROLINAS ALTAS,DOMESTICO,2024/08/31,"60,561,906","8,620"
17-CAROLINAS ALTAS,NO DOMESTICO,2024/08/31,"11,155,365",733
18-CAROLINAS BAJAS,COMERCIAL,2024/08/31,"354,963",93
18-CAROLINAS BAJAS,DOMESTICO,2024/08/31,"26,715,042","3,743"
18-CAROLINAS BAJAS,NO DOMESTICO,2024/08/31,"3,391,933",317
19-GARBINET,COMERCIAL,2024/08/31,"1,521,716",106
19-GARBINET,DOMESTICO,2024/08/31,"42,056,406","5,545"
19-GARBINET,NO DOMESTICO,2024/08/31,"6,734,644",274
1-BENALUA,COMERCIAL,2024/08/31,"962,891",164
1-BENALUA,DOMESTICO,2024/08/31,"27,402,066","4,911"
1-BENALUA,NO DOMESTICO,2024/08/31,"2,853,735",547
20-RABASA,COMERCIAL,2024/08/31,"44,265",8
20-RABASA,DOMESTICO,2024/08/31,"7,338,833","1,028"
20-RABASA,NO DOMESTICO,2024/08/31,"3,236,117",68
21-TOMBOLA,COMERCIAL,2024/08/31,"61,764",8
21-TOMBOLA,DOMESTICO,2024/08/31,"6,885,123","1,049"
21-TOMBOLA,NO DOMESTICO,2024/08/31,"192,318",57
22-CASCO ANTIGUO - SANTA CRUZ,COMERCIAL,2024/08/31,"2,930,227",125
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2024/08/31,"12,628,301","1,838"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2024/08/31,"8,754,730",389
23-RAVAL ROIG -V. DEL SOCORRO,COMERCIAL,2024/08/31,"157,339",13
23-RAVAL ROIG -V. DEL SOCORRO,DOMESTICO,2024/08/31,"6,280,511","1,138"
23-RAVAL ROIG -V. DEL SOCORRO,NO DOMESTICO,2024/08/31,"378,589",77
24-SAN BLAS - SANTO DOMINGO,COMERCIAL,2024/08/31,"347,775",83
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2024/08/31,"24,000,925","4,269"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2024/08/31,"1,497,070",430
25-ALTOZANO - CONDE LUMIARES,COMERCIAL,2024/08/31,"448,789",83
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2024/08/31,"26,221,084","4,097"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2024/08/31,"2,322,583",288
26-SIDI IFNI - NOU ALACANT,COMERCIAL,2024/08/31,"13,874",15
26-SIDI IFNI - NOU ALACANT,DOMESTICO,2024/08/31,"5,676,454",798
26-SIDI IFNI - NOU ALACANT,NO DOMESTICO,2024/08/31,"166,441",28
27-SAN FERNANDO-PRIN. MERCEDES,COMERCIAL,2024/08/31,"217,219",18
27-SAN FERNANDO-PRIN. MERCEDES,DOMESTICO,2024/08/31,"10,342,543","1,705"
27-SAN FERNANDO-PRIN. MERCEDES,NO DOMESTICO,2024/08/31,"529,302",64
28-EL PALMERAL,COMERCIAL,2024/08/31,"174,027",18
28-EL PALMERAL,DOMESTICO,2024/08/31,"5,499,284",778
28-EL PALMERAL,NO DOMESTICO,2024/08/31,"19,830,141",70
29-URBANOVA,COMERCIAL,2024/08/31,"479,675",12
29-URBANOVA,DOMESTICO,2024/08/31,"10,426,716","1,415"
29-URBANOVA,NO DOMESTICO,2024/08/31,"1,417,705",32
2-SAN ANTON,COMERCIAL,2024/08/31,"126,491",17
2-SAN ANTON,DOMESTICO,2024/08/31,"6,744,596",975
2-SAN ANTON,NO DOMESTICO,2024/08/31,"555,609",103
30-DIVINA PASTORA,COMERCIAL,2024/08/31,"161,495",34
30-DIVINA PASTORA,DOMESTICO,2024/08/31,"4,606,682",613
30-DIVINA PASTORA,NO DOMESTICO,2024/08/31,"2,833,159",136
31-CIUDAD JARDIN,COMERCIAL,2024/08/31,"49,009",2
31-CIUDAD JARDIN,DOMESTICO,2024/08/31,"4,031,705",371
31-CIUDAD JARDIN,NO DOMESTICO,2024/08/31,"942,590",12
32-VIRGEN DEL REMEDIO,COMERCIAL,2024/08/31,"157,367",27
32-VIRGEN DEL REMEDIO,DOMESTICO,2024/08/31,"41,168,625","5,709"
32-VIRGEN DEL REMEDIO,NO DOMESTICO,2024/08/31,"3,120,525",130
33- MORANT -SAN NICOLAS BARI,COMERCIAL,2024/08/31,"1,026,848",32
33- MORANT -SAN NICOLAS BARI,DOMESTICO,2024/08/31,"18,437,526","2,704"
33- MORANT -SAN NICOLAS BARI,NO DOMESTICO,2024/08/31,"2,273,551",99
34-COLONIA REQUENA,COMERCIAL,2024/08/31,"88,849",11
34-COLONIA REQUENA,DOMESTICO,2024/08/31,"3,994,701",503
34-COLONIA REQUENA,NO DOMESTICO,2024/08/31,"71,507",11
35-VIRGEN DEL CARMEN,COMERCIAL,2024/08/31,663,1
35-VIRGEN DEL CARMEN,DOMESTICO,2024/08/31,"5,925,431",595
35-VIRGEN DEL CARMEN,NO DOMESTICO,2024/08/31,"79,647",19
36-CUATROCIENTAS VIVIENDAS,COMERCIAL,2024/08/31,83,3
36-CUATROCIENTAS VIVIENDAS,DOMESTICO,2024/08/31,"1,707,168",253
36-CUATROCIENTAS VIVIENDAS,NO DOMESTICO,2024/08/31,"80,582",16
37-JUAN XXIII,COMERCIAL,2024/08/31,"1,875,825",19
37-JUAN XXIII,DOMESTICO,2024/08/31,"22,365,502","2,793"
37-JUAN XXIII,NO DOMESTICO,2024/08/31,"2,717,487",45
38-VISTAHERMOSA,COMERCIAL,2024/08/31,"1,331,466",29
38-VISTAHERMOSA,DOMESTICO,2024/08/31,"24,732,671","2,279"
38-VISTAHERMOSA,NO DOMESTICO,2024/08/31,"15,875,855",139
39-ALBUFERETA,COMERCIAL,2024/08/31,"1,197,816",64
39-ALBUFERETA,DOMESTICO,2024/08/31,"63,469,137","8,093"
39-ALBUFERETA,NO DOMESTICO,2024/08/31,"15,574,777",335
3-CENTRO,COMERCIAL,2024/08/31,"5,638,360",369
3-CENTRO,DOMESTICO,2024/08/31,"20,779,187","4,121"
3-CENTRO,NO DOMESTICO,2024/08/31,"11,031,291","1,145"
40-CABO DE LAS HUERTAS,COMERCIAL,2024/08/31,"840,633",48
40-CABO DE LAS HUERTAS,DOMESTICO,2024/08/31,"62,610,115","6,737"
40-CABO DE LAS HUERTAS,NO DOMESTICO,2024/08/31,"9,105,837",182
41-PLAYA DE SAN JUAN,COMERCIAL,2024/08/31,"3,749,499",201
41-PLAYA DE SAN JUAN,DOMESTICO,2024/08/31,"133,671,203","15,192"
41-PLAYA DE SAN JUAN,NO DOMESTICO,2024/08/31,"18,703,477",506
4-MERCADO,COMERCIAL,2024/08/31,"1,856,837",189
4-MERCADO,DOMESTICO,2024/08/31,"31,101,768","5,468"
4-MERCADO,NO DOMESTICO,2024/08/31,"6,740,708",678
53-POLIGONO ATALAYAS,COMERCIAL,2024/08/31,"375,531",45
53-POLIGONO ATALAYAS,NO DOMESTICO,2024/08/31,"9,521,533",153
54-POLIGONO VALLONGA,COMERCIAL,2024/08/31,"1,868,639",59
54-POLIGONO VALLONGA,NO DOMESTICO,2024/08/31,"8,938,135",214
55-PUERTO,COMERCIAL,2024/08/31,"393,689",7
55-PUERTO,NO DOMESTICO,2024/08/31,"4,644,045",21
56-DISPERSOS,DOMESTICO,2024/08/31,"88,757",3
56-DISPERSOS,NO DOMESTICO,2024/08/31,"946,873",6
5-CAMPOAMOR,COMERCIAL,2024/08/31,"820,815",91
5-CAMPOAMOR,DOMESTICO,2024/08/31,"33,968,442","4,932"
5-CAMPOAMOR,NO DOMESTICO,2024/08/31,"2,831,239",369
6-LOS ANGELES,COMERCIAL,2024/08/31,"746,323",84
6-LOS ANGELES,DOMESTICO,2024/08/31,"33,376,620","4,846"
6-LOS ANGELES,NO DOMESTICO,2024/08/31,"3,106,596",371
7-SAN AGUSTIN,COMERCIAL,2024/08/31,"26,063",5
7-SAN AGUSTIN,DOMESTICO,2024/08/31,"4,924,940",700
7-SAN AGUSTIN,NO DOMESTICO,2024/08/31,"1,213,485",37
8-ALIPARK,COMERCIAL,2024/08/31,"27,715",20
8-ALIPARK,DOMESTICO,2024/08/31,"6,912,577","1,231"
8-ALIPARK,NO DOMESTICO,2024/08/31,"178,940",78
9-FLORIDA ALTA,COMERCIAL,2024/08/31,"240,496",39
9-FLORIDA ALTA,DOMESTICO,2024/08/31,"13,674,539","2,129"
9-FLORIDA ALTA,NO DOMESTICO,2024/08/31,"593,648",203
BACAROT,COMERCIAL,2024/08/31,"4,128",2
BACAROT,DOMESTICO,2024/08/31,"3,493,600",246
BACAROT,NO DOMESTICO,2024/08/31,"7,338,210",41
FONTCALENT,DOMESTICO,2024/08/31,"7,883,476",336
FONTCALENT,NO DOMESTICO,2024/08/31,"990,732",11
LA ALCORAYA,DOMESTICO,2024/08/31,"3,019,299",219
LA ALCORAYA,NO DOMESTICO,2024/08/31,"133,053",2
LA CAÑADA,COMERCIAL,2024/08/31,"141,311",1
LA CAÑADA,DOMESTICO,2024/08/31,"13,542,861",734
LA CAÑADA,NO DOMESTICO,2024/08/31,"10,664,918",24
MONNEGRE,DOMESTICO,2024/08/31,"3,224,166",105
MONNEGRE,NO DOMESTICO,2024/08/31,"21,396",1
MORALET,DOMESTICO,2024/08/31,"16,808,257",816
MORALET,NO DOMESTICO,2024/08/31,"395,177",22
PDA VALLONGA,DOMESTICO,2024/08/31,"3,485,661",148
REBOLLEDO,COMERCIAL,2024/08/31,,
REBOLLEDO,DOMESTICO,2024/08/31,"9,087,344",551
REBOLLEDO,NO DOMESTICO,2024/08/31,"688,193",21
SANTA FAZ,COMERCIAL,2024/08/31,"181,873",6
SANTA FAZ,DOMESTICO,2024/08/31,"8,108,208",383
SANTA FAZ,NO DOMESTICO,2024/08/31,"5,117,663",35
TABARCA,COMERCIAL,2024/08/31,"55,054",2
TABARCA,DOMESTICO,2024/08/31,"1,656,326",160
TABARCA,NO DOMESTICO,2024/08/31,"1,224,009",23
VERDEGAS,COMERCIAL,2024/08/31,"18,350",1
VERDEGAS,DOMESTICO,2024/08/31,"3,556,127",219
VERDEGAS,NO DOMESTICO,2024/08/31,"79,393",5
VILLAFRANQUEZA,COMERCIAL,2024/08/31,"4,916,967",10
VILLAFRANQUEZA,DOMESTICO,2024/08/31,"14,814,220","1,467"
VILLAFRANQUEZA,NO DOMESTICO,2024/08/31,"11,173,061",115
10-FLORIDA BAJA,COMERCIAL,2024/09/30,"702,051",114
10-FLORIDA BAJA,DOMESTICO,2024/09/30,"29,672,849","4,856"
10-FLORIDA BAJA,NO DOMESTICO,2024/09/30,"6,700,630",421
11-CIUDAD DE ASIS,COMERCIAL,2024/09/30,"4,269,625",119
11-CIUDAD DE ASIS,DOMESTICO,2024/09/30,"16,659,268","2,507"
11-CIUDAD DE ASIS,NO DOMESTICO,2024/09/30,"19,641,399",572
12-POLIGONO BABEL,COMERCIAL,2024/09/30,"1,060,545",91
12-POLIGONO BABEL,DOMESTICO,2024/09/30,"39,660,290","5,840"
12-POLIGONO BABEL,NO DOMESTICO,2024/09/30,"5,501,548",275
13-SAN GABRIEL,COMERCIAL,2024/09/30,"371,910",31
13-SAN GABRIEL,DOMESTICO,2024/09/30,"16,228,295","2,422"
13-SAN GABRIEL,NO DOMESTICO,2024/09/30,"1,821,967",162
14-ENSANCHE DIPUTACION,COMERCIAL,2024/09/30,"2,938,429",394
14-ENSANCHE DIPUTACION,DOMESTICO,2024/09/30,"39,722,619","7,928"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2024/09/30,"18,445,242","1,300"
15-POLIGONO SAN BLAS,COMERCIAL,2024/09/30,"1,273,721",129
15-POLIGONO SAN BLAS,DOMESTICO,2024/09/30,"67,081,987","9,332"
15-POLIGONO SAN BLAS,NO DOMESTICO,2024/09/30,"10,670,139",355
16-PLA DEL BON REPOS,COMERCIAL,2024/09/30,"542,049",92
16-PLA DEL BON REPOS,DOMESTICO,2024/09/30,"36,936,811","6,354"
16-PLA DEL BON REPOS,NO DOMESTICO,2024/09/30,"3,082,200",333
17-CAROLINAS ALTAS,COMERCIAL,2024/09/30,"964,679",179
17-CAROLINAS ALTAS,DOMESTICO,2024/09/30,"57,588,340","8,659"
17-CAROLINAS ALTAS,NO DOMESTICO,2024/09/30,"11,379,413",734
18-CAROLINAS BAJAS,COMERCIAL,2024/09/30,"319,992",95
18-CAROLINAS BAJAS,DOMESTICO,2024/09/30,"24,570,591","3,769"
18-CAROLINAS BAJAS,NO DOMESTICO,2024/09/30,"3,598,943",320
19-GARBINET,COMERCIAL,2024/09/30,"1,364,760",106
19-GARBINET,DOMESTICO,2024/09/30,"41,876,924","5,773"
19-GARBINET,NO DOMESTICO,2024/09/30,"7,546,738",280
1-BENALUA,COMERCIAL,2024/09/30,"984,835",166
1-BENALUA,DOMESTICO,2024/09/30,"27,541,163","5,046"
1-BENALUA,NO DOMESTICO,2024/09/30,"3,135,767",558
20-RABASA,COMERCIAL,2024/09/30,"45,071",9
20-RABASA,DOMESTICO,2024/09/30,"7,129,035",992
20-RABASA,NO DOMESTICO,2024/09/30,"3,873,877",68
21-TOMBOLA,COMERCIAL,2024/09/30,"65,896",8
21-TOMBOLA,DOMESTICO,2024/09/30,"6,858,776","1,007"
21-TOMBOLA,NO DOMESTICO,2024/09/30,"224,994",56
22-CASCO ANTIGUO - SANTA CRUZ,COMERCIAL,2024/09/30,"2,473,647",126
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2024/09/30,"10,303,224","1,832"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2024/09/30,"7,623,179",392
23-RAVAL ROIG -V. DEL SOCORRO,COMERCIAL,2024/09/30,"113,555",14
23-RAVAL ROIG -V. DEL SOCORRO,DOMESTICO,2024/09/30,"5,170,319","1,135"
23-RAVAL ROIG -V. DEL SOCORRO,NO DOMESTICO,2024/09/30,"349,847",77
24-SAN BLAS - SANTO DOMINGO,COMERCIAL,2024/09/30,"415,664",85
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2024/09/30,"24,181,277","4,122"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2024/09/30,"2,079,156",424
25-ALTOZANO - CONDE LUMIARES,COMERCIAL,2024/09/30,"442,455",92
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2024/09/30,"25,854,680","4,123"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2024/09/30,"2,594,155",290
26-SIDI IFNI - NOU ALACANT,COMERCIAL,2024/09/30,"14,975",14
26-SIDI IFNI - NOU ALACANT,DOMESTICO,2024/09/30,"5,477,995",798
26-SIDI IFNI - NOU ALACANT,NO DOMESTICO,2024/09/30,"316,012",28
27-SAN FERNANDO-PRIN. MERCEDES,COMERCIAL,2024/09/30,"206,847",18
27-SAN FERNANDO-PRIN. MERCEDES,DOMESTICO,2024/09/30,"10,219,129","1,703"
27-SAN FERNANDO-PRIN. MERCEDES,NO DOMESTICO,2024/09/30,"670,325",64
28-EL PALMERAL,COMERCIAL,2024/09/30,"151,434",19
28-EL PALMERAL,DOMESTICO,2024/09/30,"4,981,412",771
28-EL PALMERAL,NO DOMESTICO,2024/09/30,"20,136,058",68
29-URBANOVA,COMERCIAL,2024/09/30,"312,222",12
29-URBANOVA,DOMESTICO,2024/09/30,"5,136,393","1,409"
29-URBANOVA,NO DOMESTICO,2024/09/30,"1,427,673",33
2-SAN ANTON,COMERCIAL,2024/09/30,"82,074",16
2-SAN ANTON,DOMESTICO,2024/09/30,"6,292,858",983
2-SAN ANTON,NO DOMESTICO,2024/09/30,"486,457",103
30-DIVINA PASTORA,COMERCIAL,2024/09/30,"175,226",35
30-DIVINA PASTORA,DOMESTICO,2024/09/30,"4,399,414",613
30-DIVINA PASTORA,NO DOMESTICO,2024/09/30,"2,237,291",133
31-CIUDAD JARDIN,COMERCIAL,2024/09/30,"17,347",2
31-CIUDAD JARDIN,DOMESTICO,2024/09/30,"3,333,457",367
31-CIUDAD JARDIN,NO DOMESTICO,2024/09/30,"1,576,380",12
32-VIRGEN DEL REMEDIO,COMERCIAL,2024/09/30,"206,377",27
32-VIRGEN DEL REMEDIO,DOMESTICO,2024/09/30,"39,952,799","5,766"
32-VIRGEN DEL REMEDIO,NO DOMESTICO,2024/09/30,"2,598,546",132
33- MORANT -SAN NICOLAS BARI,COMERCIAL,2024/09/30,"857,575",32
33- MORANT -SAN NICOLAS BARI,DOMESTICO,2024/09/30,"18,394,088","2,716"
33- MORANT -SAN NICOLAS BARI,NO DOMESTICO,2024/09/30,"2,724,857",98
34-COLONIA REQUENA,COMERCIAL,2024/09/30,"89,262",11
34-COLONIA REQUENA,DOMESTICO,2024/09/30,"3,772,759",503
34-COLONIA REQUENA,NO DOMESTICO,2024/09/30,"79,600",11
35-VIRGEN DEL CARMEN,COMERCIAL,2024/09/30,531,1
35-VIRGEN DEL CARMEN,DOMESTICO,2024/09/30,"5,273,677",723
35-VIRGEN DEL CARMEN,NO DOMESTICO,2024/09/30,"141,671",21
36-CUATROCIENTAS VIVIENDAS,COMERCIAL,2024/09/30,277,3
36-CUATROCIENTAS VIVIENDAS,DOMESTICO,2024/09/30,"1,657,575",271
36-CUATROCIENTAS VIVIENDAS,NO DOMESTICO,2024/09/30,"113,123",16
37-JUAN XXIII,COMERCIAL,2024/09/30,"1,237,319",19
37-JUAN XXIII,DOMESTICO,2024/09/30,"19,924,361","2,796"
37-JUAN XXIII,NO DOMESTICO,2024/09/30,"2,891,639",45
38-VISTAHERMOSA,COMERCIAL,2024/09/30,"1,328,431",30
38-VISTAHERMOSA,DOMESTICO,2024/09/30,"20,976,135","2,458"
38-VISTAHERMOSA,NO DOMESTICO,2024/09/30,"14,897,215",139
39-ALBUFERETA,COMERCIAL,2024/09/30,"781,582",65
39-ALBUFERETA,DOMESTICO,2024/09/30,"49,628,378","8,093"
39-ALBUFERETA,NO DOMESTICO,2024/09/30,"11,837,925",334
3-CENTRO,COMERCIAL,2024/09/30,"5,019,797",369
3-CENTRO,DOMESTICO,2024/09/30,"20,505,187","4,101"
3-CENTRO,NO DOMESTICO,2024/09/30,"10,621,866","1,136"
40-CABO DE LAS HUERTAS,COMERCIAL,2024/09/30,"646,861",48
40-CABO DE LAS HUERTAS,DOMESTICO,2024/09/30,"51,964,654","6,737"
40-CABO DE LAS HUERTAS,NO DOMESTICO,2024/09/30,"8,342,165",183
41-PLAYA DE SAN JUAN,COMERCIAL,2024/09/30,"2,808,539",202
41-PLAYA DE SAN JUAN,DOMESTICO,2024/09/30,"98,554,249","15,191"
41-PLAYA DE SAN JUAN,NO DOMESTICO,2024/09/30,"15,823,187",507
4-MERCADO,COMERCIAL,2024/09/30,"1,830,618",192
4-MERCADO,DOMESTICO,2024/09/30,"31,349,493","5,560"
4-MERCADO,NO DOMESTICO,2024/09/30,"5,831,347",684
53-POLIGONO ATALAYAS,COMERCIAL,2024/09/30,"794,881",44
53-POLIGONO ATALAYAS,NO DOMESTICO,2024/09/30,"9,595,725",153
54-POLIGONO VALLONGA,COMERCIAL,2024/09/30,"1,789,594",61
54-POLIGONO VALLONGA,NO DOMESTICO,2024/09/30,"8,827,674",213
55-PUERTO,COMERCIAL,2024/09/30,"346,536",7
55-PUERTO,NO DOMESTICO,2024/09/30,"3,608,660",21
