barrio,tipo_anomalia,year,month,water_table_depth_m,monthly_change_m,precip_mm,precip_adjusted_wt_change,water_table_zscore,wt_rising_anomaly,source
25-ALTOZANO - CONDE LUMIARES,normal,2022,8,4.92,0.205,-4.2,0.154,1.02,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2022,9,3.99,-0.735,38.8,-0.269,-0.01,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2022,10,4.3,-0.537,37.1,-0.092,0.33,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2022,11,4.38,-0.463,28.8,-0.118,0.42,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2022,12,4.49,-0.353,27.4,-0.023,0.54,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2023,1,4.4,-0.421,21.4,-0.164,0.44,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2023,2,4.67,-0.205,12.3,-0.058,0.74,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2023,3,4.37,-0.521,27.5,-0.191,0.41,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2023,4,4.47,-0.24,14.3,-0.068,0.52,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2023,5,4.54,-0.315,25.6,-0.008,0.6,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2023,6,4.84,-0.057,8.6,0.046,0.93,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2023,7,4.97,0.077,-1.0,0.065,1.08,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2023,8,4.61,-0.237,12.2,-0.09,0.68,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2023,9,4.39,-0.449,36.4,-0.013,0.43,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2023,10,4.08,-0.682,49.6,-0.086,0.09,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2023,11,4.44,-0.518,33.7,-0.114,0.49,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2023,12,4.51,-0.38,23.5,-0.098,0.57,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2024,1,4.56,-0.247,22.2,0.02,0.62,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2024,2,4.59,-0.268,19.1,-0.039,0.66,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2024,3,4.48,-0.336,19.8,-0.099,0.53,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2024,4,4.55,-0.33,31.5,0.049,0.61,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2024,5,4.45,-0.394,27.5,-0.064,0.5,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2024,6,4.77,-0.054,8.3,0.045,0.86,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2024,7,4.93,-0.009,-1.0,-0.022,1.03,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2024,8,4.65,-0.231,9.7,-0.114,0.72,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2024,9,4.33,-0.567,31.9,-0.184,0.37,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2024,10,3.99,-0.792,53.3,-0.153,-0.01,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2024,11,4.26,-0.57,41.2,-0.076,0.29,0,IGME SINAS Masa 080.006 (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2024,12,4.47,-0.347,26.7,-0.026,0.52,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2022,1,4.07,-0.315,17.7,-0.102,0.08,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2022,2,4.02,-0.249,22.5,0.022,0.02,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2022,3,3.92,-0.376,21.7,-0.116,-0.09,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2022,4,4.02,-0.441,27.7,-0.109,0.02,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2022,5,4.06,-0.286,24.6,0.009,0.07,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2022,6,4.31,-0.008,6.0,0.064,0.34,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2022,7,4.26,-0.036,8.1,0.062,0.29,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2022,8,4.2,-0.134,6.2,-0.06,0.22,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2022,9,3.75,-0.617,33.9,-0.209,-0.28,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2022,10,3.58,-0.7,44.0,-0.173,-0.47,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2022,11,3.79,-0.447,33.6,-0.044,-0.23,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2022,12,4.17,-0.233,21.2,0.022,0.19,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2023,1,4.06,-0.232,19.4,0.001,0.07,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2023,2,4.13,-0.226,15.5,-0.04,0.14,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2023,3,3.91,-0.457,32.3,-0.069,-0.1,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2023,4,4.14,-0.196,15.5,-0.009,0.16,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2023,5,4.03,-0.302,20.2,-0.06,0.03,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2023,6,4.15,-0.149,11.8,-0.007,0.17,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2023,7,4.27,-0.075,7.6,0.017,0.3,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2023,8,4.15,-0.212,11.0,-0.08,0.17,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2023,9,3.78,-0.574,39.8,-0.097,-0.24,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2023,10,3.7,-0.63,48.2,-0.052,-0.33,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2023,11,3.69,-0.639,40.2,-0.156,-0.34,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2023,12,4.08,-0.359,23.7,-0.075,0.09,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2024,1,3.99,-0.331,34.1,0.078,-0.01,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2024,2,4.22,-0.109,14.3,0.062,0.24,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2024,3,4.15,-0.27,9.1,-0.161,0.17,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2024,4,3.96,-0.377,28.1,-0.039,-0.04,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2024,5,4.0,-0.379,23.1,-0.103,0.0,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2024,6,4.08,-0.266,17.6,-0.055,0.09,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2024,7,4.16,-0.095,5.4,-0.03,0.18,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2024,8,4.26,-0.074,9.5,0.04,0.29,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2024,9,3.82,-0.477,34.2,-0.066,-0.2,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2024,10,3.5,-0.763,48.6,-0.179,-0.56,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2024,11,3.83,-0.5,34.3,-0.088,-0.19,0,IGME SINAS Masa 080.006 (synthetic)
28-EL PALMERAL,normal,2024,12,4.27,-0.166,18.1,0.051,0.3,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2022,1,4.66,-0.386,15.3,-0.203,0.73,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2022,2,4.81,-0.181,15.3,0.002,0.9,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2022,3,4.67,-0.315,14.2,-0.144,0.74,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2022,4,4.52,-0.509,34.8,-0.091,0.58,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2022,5,4.78,-0.212,22.0,0.052,0.87,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2022,6,5.0,-0.083,12.0,0.061,1.11,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2022,7,4.92,-0.168,12.8,-0.014,1.02,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2022,8,5.1,0.127,-5.5,0.06,1.22,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2022,9,4.34,-0.637,32.3,-0.249,0.38,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2022,10,4.37,-0.558,45.0,-0.017,0.41,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2022,11,4.59,-0.465,34.3,-0.053,0.66,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2022,12,4.67,-0.342,23.2,-0.064,0.74,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2023,1,4.59,-0.372,25.6,-0.064,0.66,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2023,2,4.75,-0.282,23.8,0.004,0.83,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2023,3,4.79,-0.206,22.0,0.058,0.88,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2023,4,4.35,-0.622,34.7,-0.205,0.39,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2023,5,4.68,-0.311,27.3,0.017,0.76,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2023,6,4.93,-0.044,6.3,0.032,1.03,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2023,7,5.02,0.018,2.0,0.043,1.13,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2023,8,4.97,-0.028,5.7,0.04,1.08,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2023,9,4.38,-0.609,41.7,-0.109,0.42,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2023,10,4.31,-0.645,46.4,-0.088,0.34,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2023,11,4.51,-0.497,36.5,-0.059,0.57,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2023,12,4.75,-0.199,17.1,0.007,0.83,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2024,1,4.61,-0.346,21.5,-0.089,0.68,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2024,2,4.87,-0.198,11.3,-0.062,0.97,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2024,3,4.82,-0.181,11.3,-0.046,0.91,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2024,4,4.44,-0.542,27.0,-0.219,0.49,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2024,5,4.46,-0.48,26.7,-0.16,0.51,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2024,6,4.91,-0.145,10.9,-0.014,1.01,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2024,7,4.96,-0.05,2.6,-0.019,1.07,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2024,8,4.86,-0.092,3.8,-0.046,0.96,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2024,9,4.48,-0.464,29.5,-0.11,0.53,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2024,10,4.55,-0.492,40.0,-0.012,0.61,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2024,11,4.63,-0.434,33.5,-0.032,0.7,0,IGME SINAS Masa 080.006 (synthetic)
31-CIUDAD JARDIN,normal,2024,12,4.44,-0.546,29.9,-0.188,0.49,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,1,4.86,-0.294,18.1,-0.077,0.96,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,2,4.86,-0.302,17.8,-0.089,0.96,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,3,4.97,-0.247,18.5,-0.025,1.08,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,4,4.65,-0.536,35.8,-0.107,0.72,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,5,4.79,-0.3,26.2,0.014,0.88,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,6,5.07,-0.077,7.3,0.011,1.19,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,7,5.32,0.093,8.7,0.197,1.47,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,8,4.97,-0.155,4.5,-0.101,1.08,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,9,4.37,-0.71,40.6,-0.222,0.41,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,10,4.44,-0.724,46.3,-0.169,0.49,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,11,4.54,-0.594,39.3,-0.122,0.6,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,12,4.95,-0.328,28.9,0.019,1.06,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,1,4.75,-0.361,20.3,-0.118,0.83,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,2,4.89,-0.314,13.9,-0.146,0.99,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,3,4.95,-0.277,23.0,-0.001,1.06,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,4,4.83,-0.359,31.0,0.012,0.92,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,5,4.74,-0.393,28.4,-0.052,0.82,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,6,5.18,0.016,6.2,0.09,1.31,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,7,5.21,0.076,-3.3,0.036,1.34,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,8,4.93,-0.227,7.4,-0.138,1.03,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,9,4.86,-0.294,26.1,0.02,0.96,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,10,4.45,-0.759,40.3,-0.276,0.5,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,11,4.37,-0.764,47.8,-0.19,0.41,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,12,5.04,-0.207,21.5,0.051,1.16,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,1,4.82,-0.375,26.1,-0.062,0.91,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,2,5.22,0.034,11.9,0.178,1.36,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,3,4.74,-0.463,26.4,-0.146,0.82,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,4,4.64,-0.538,31.8,-0.156,0.71,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,5,4.56,-0.553,33.7,-0.149,0.62,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,6,5.03,-0.076,6.9,0.007,1.14,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,7,5.07,-0.05,3.9,-0.003,1.19,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,8,5.01,-0.126,10.6,0.002,1.12,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,9,4.65,-0.45,41.9,0.053,0.72,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,10,4.29,-0.862,45.4,-0.317,0.32,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,11,4.59,-0.591,33.0,-0.194,0.66,0,IGME SINAS Masa 080.006 (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,12,4.74,-0.454,24.6,-0.16,0.82,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,1,4.46,-0.453,26.5,-0.135,0.51,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,2,4.37,-0.525,23.9,-0.238,0.41,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,3,4.47,-0.418,22.8,-0.145,0.52,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,4,4.45,-0.45,24.6,-0.156,0.5,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,5,4.68,-0.297,27.4,0.032,0.76,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,6,4.68,-0.258,10.3,-0.135,0.76,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,7,4.9,-0.047,-1.1,-0.06,1.0,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,8,4.78,-0.141,6.3,-0.065,0.87,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,9,4.48,-0.459,37.2,-0.013,0.53,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,10,4.34,-0.62,49.1,-0.031,0.38,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,11,4.32,-0.533,38.6,-0.07,0.36,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,12,4.66,-0.306,16.2,-0.111,0.73,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,1,4.59,-0.306,20.5,-0.06,0.66,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,2,4.56,-0.234,20.3,0.009,0.62,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,3,4.58,-0.295,23.0,-0.018,0.64,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,4,4.38,-0.48,29.7,-0.123,0.42,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,5,4.48,-0.43,28.1,-0.092,0.53,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,6,4.56,-0.298,14.2,-0.128,0.62,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,7,5.06,0.087,6.3,0.162,1.18,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,8,4.83,-0.076,3.1,-0.039,0.92,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,9,4.21,-0.664,37.3,-0.216,0.23,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,10,4.14,-0.838,57.0,-0.154,0.16,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,11,4.48,-0.462,34.2,-0.052,0.53,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,12,4.48,-0.406,27.4,-0.078,0.53,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,1,4.43,-0.486,24.8,-0.189,0.48,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,2,4.76,-0.168,19.7,0.068,0.84,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,3,4.67,-0.243,13.3,-0.084,0.74,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,4,4.48,-0.342,30.8,0.027,0.53,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,5,4.6,-0.386,24.4,-0.094,0.67,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,6,4.81,-0.022,1.8,-0.0,0.9,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,7,4.84,-0.127,7.2,-0.04,0.93,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,8,4.7,-0.182,12.3,-0.034,0.78,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,9,4.14,-0.741,36.0,-0.309,0.16,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,10,4.24,-0.723,48.7,-0.139,0.27,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,11,4.38,-0.568,31.9,-0.185,0.42,0,IGME SINAS Masa 080.006 (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,12,4.7,-0.125,19.1,0.104,0.78,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,1,4.28,-0.343,23.5,-0.061,0.31,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,2,4.5,-0.182,18.1,0.035,0.56,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,3,4.13,-0.434,28.8,-0.088,0.14,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,4,4.13,-0.411,30.5,-0.045,0.14,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,5,4.11,-0.489,36.1,-0.056,0.12,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,6,4.61,-0.054,8.9,0.053,0.68,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,7,4.75,0.073,-1.6,0.054,0.83,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,8,4.48,-0.184,11.0,-0.052,0.53,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,9,4.1,-0.627,39.3,-0.155,0.11,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,10,3.82,-0.805,51.3,-0.189,-0.2,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,11,4.13,-0.522,30.8,-0.152,0.14,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,12,4.31,-0.292,28.1,0.045,0.34,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,1,4.25,-0.492,26.6,-0.173,0.28,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,2,4.42,-0.2,14.9,-0.021,0.47,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,3,4.36,-0.26,16.8,-0.058,0.4,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,4,4.18,-0.372,20.8,-0.122,0.2,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,5,4.17,-0.458,26.8,-0.137,0.19,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,6,4.36,-0.327,12.0,-0.183,0.4,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,7,4.36,-0.517,10.9,-0.387,0.4,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,8,4.3,-0.516,6.3,-0.44,0.33,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,9,3.7,-0.506,43.5,0.016,-0.33,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,10,3.55,-0.659,47.1,-0.093,-0.5,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,11,3.71,-0.46,32.7,-0.068,-0.32,0,IGME SINAS Masa 080.006 (synthetic)
